Episode,Build,Reward,APFD,APFDC,Improvement
0,572687246,0.5508928571428571,0.5508928571428571,0.49193197338217826,0.045535714285714235
1,573430804,0.5317028985507247,0.5317028985507247,0.459090368501525,-0.0036231884057971175
2,570814567,0.536111111111111,0.536111111111111,0.5349467940085592,0.04259259259259246
3,683722377,0.525062656641604,0.525062656641604,0.5587765874274085,-0.057644110275689275
4,571173535,0.5407407407407407,0.5407407407407407,0.5576634494453435,0.04814814814814811
5,617692529,0.5389321468298109,0.5389321468298109,0.5132534184901623,0.017797552836485098
6,572669556,0.5482142857142857,0.5482142857142857,0.583074029858009,0.03928571428571426
7,573430804,0.5625000000000001,0.5625000000000001,0.4807922610111723,0.02717391304347827
8,572274981,0.5339285714285713,0.5339285714285713,0.4927776734439039,0.02946428571428561
9,573777420,0.5484962406015038,0.5484962406015038,0.5733776090240059,0.041353383458646586
10,573776679,0.5285714285714286,0.5285714285714286,0.6033301020896636,-0.02857142857142858
11,617692529,0.5378197997775306,0.5378197997775306,0.671401387583541,0.016685205784204737
12,706168614,0.5452380952380952,0.5452380952380952,0.531192808808141,-0.011904761904761973
13,572228782,0.5205357142857142,0.5205357142857142,0.5132995185911063,0.015178571428571375
14,572570072,0.5160714285714285,0.5160714285714285,0.5071028173177662,0.005357142857142838
15,574121126,0.5286168521462639,0.5286168521462639,0.5746163551245812,0.024642289348171698
16,572723377,0.5276785714285714,0.5276785714285714,0.5906532392602861,0.025892857142857162
17,572661645,0.5383928571428571,0.5383928571428571,0.5645874163377328,0.0357142857142857
18,706168614,0.5261904761904762,0.5261904761904762,0.5564244262777128,-0.030952380952380953
19,617696903,0.5526094276094276,0.5526094276094276,0.6286654811841931,0.047138047138047146
20,573677309,0.5374999999999999,0.5374999999999999,0.589999694050959,0.02767857142857133
21,774241138,0.4733333333333334,0.4733333333333334,0.4900171117762629,-0.12222222222222223
22,572180209,0.5595238095238095,0.5595238095238095,0.6799296395548771,-0.004761904761904856
23,707534724,0.5238095238095238,0.5238095238095238,0.5660648166012113,-0.04761904761904767
24,617681746,0.528921023359288,0.528921023359288,0.6463881910895961,0.007786429365962189
25,572118894,0.5676523297491038,0.5676523297491038,0.5787553630200127,0.08960573476702499
26,574118362,0.5007949125596184,0.5007949125596184,0.6165338858563504,-0.01192368839427671
27,706168614,0.5476190476190477,0.5476190476190477,0.6364999789965887,-0.00952380952380949
28,572261080,0.5238095238095238,0.5238095238095238,0.5817356931562535,-0.033333333333333326
29,587277184,0.5529953917050692,0.5529953917050692,0.6989957819359748,0.04953917050691248
30,572158302,0.5344982078853047,0.5344982078853047,0.4977849940178385,0.0519713261648746
31,620480535,0.5277777777777778,0.5277777777777778,0.5625541593822736,0.010964912280701733
32,683711413,0.5714285714285715,0.5714285714285715,0.6520587683411603,0.011904761904761973
33,570817138,0.562037037037037,0.562037037037037,0.6433663386934538,0.07777777777777778
34,617010721,0.5109022556390977,0.5109022556390977,0.5661915947375187,0.007518796992481147
35,683365076,0.55,0.55,0.6204955175731114,0.009523809523809601
36,571829234,0.5246212121212122,0.5246212121212122,0.6383939707298912,0.007575757575757569
37,574186282,0.5214626391096979,0.5214626391096979,0.6039024140109316,0.012718600953895098
38,572132481,0.5407706093189963,0.5407706093189963,0.5037162599768725,0.060931899641577025
39,570817138,0.5472222222222222,0.5472222222222222,0.6759134852928951,0.06296296296296294
40,572180209,0.5476190476190477,0.5476190476190477,0.6102556076631046,-0.01666666666666672
41,683711413,0.5642857142857144,0.5642857142857144,0.5932460386826686,0.004761904761904856
42,774602173,0.5266666666666666,0.5266666666666666,0.5195006322772321,-0.08222222222222231
43,571827697,0.5530560271646859,0.5530560271646859,0.5744135025490317,0.10611205432937182
44,774602173,0.52,0.52,0.569093083740017,-0.0888888888888889
45,572158302,0.5461469534050178,0.5461469534050178,0.6308754943886891,0.06362007168458778
46,574118050,0.5190779014308425,0.5190779014308425,0.5267624004286736,0.012718600953894987
47,572710446,0.5419642857142857,0.5419642857142857,0.585477597636248,0.03660714285714284
48,572569256,0.5642857142857144,0.5642857142857144,0.6667139624598389,0.009523809523809601
49,616644235,0.5357142857142857,0.5357142857142857,0.6571187104999786,-0.028571428571428692
50,573024295,0.530952380952381,0.530952380952381,0.5824422142607895,-0.03333333333333344
51,568334975,0.6048951048951049,0.6048951048951049,0.7026855268285499,0.0
52,573676948,0.5232142857142856,0.5232142857142856,0.601100887823608,0.017857142857142794
53,572570072,0.5214285714285714,0.5214285714285714,0.6646194153901481,0.010714285714285676
54,774241138,0.5533333333333333,0.5533333333333333,0.6163052838951266,-0.04222222222222227
55,572158302,0.5112007168458781,0.5112007168458781,0.5788950702189268,0.02867383512544802
56,571829234,0.5236742424242424,0.5236742424242424,0.5960736990622071,0.006628787878787845
57,573777420,0.5484962406015038,0.5484962406015038,0.6012470764561753,0.041353383458646586
58,574118187,0.5190779014308425,0.5190779014308425,0.6219946160393054,0.00556438791732905
59,572741130,0.5267857142857142,0.5267857142857142,0.6613091359232532,0.020535714285714213
60,572180043,0.5318100358422939,0.5318100358422939,0.6217558528978581,0.04569892473118281
61,774605807,0.5977777777777777,0.5977777777777777,0.6101189647485714,-0.011111111111111183
62,683722377,0.5676691729323309,0.5676691729323309,0.5327937003181464,-0.015037593984962405
63,572661645,0.5392857142857143,0.5392857142857143,0.6460463490055756,0.03660714285714284
64,572732843,0.5595238095238095,0.5595238095238095,0.6677808280357225,0.004761904761904745
65,683365076,0.5595238095238095,0.5595238095238095,0.6456577137517853,0.01904761904761909
66,574118050,0.527027027027027,0.527027027027027,0.610076493141554,0.020667726550079424
67,617696903,0.5509259259259258,0.5509259259259258,0.6671424517778334,0.045454545454545414
68,746705132,0.5378378378378378,0.5378378378378378,0.6339636499456921,0.012355212355212308
69,571734323,0.5551075268817204,0.5551075268817204,0.6442286591266326,0.07974910394265228
70,774605807,0.6000000000000001,0.6000000000000001,0.5555985673539635,-0.008888888888888835
71,620590707,0.5526315789473685,0.5526315789473685,0.6116038405994423,0.03435672514619892
72,774590033,0.5666666666666667,0.5666666666666667,0.5914861110432024,-0.04222222222222227
73,683722377,0.5802005012531329,0.5802005012531329,0.6160234528148516,-0.0025062656641603454
74,707354621,0.5690476190476191,0.5690476190476191,0.6101959572046967,-0.0023809523809523725
75,774588803,0.5222222222222223,0.5222222222222223,0.578601570938588,-0.05555555555555547
76,620590707,0.5519005847953217,0.5519005847953217,0.7494030788710951,0.033625730994152114
77,616644235,0.5452380952380952,0.5452380952380952,0.6698597476216385,-0.019047619047619202
78,570755878,0.6025641025641025,0.6025641025641025,0.6894767804673528,0.012820512820512775
79,620480535,0.5467836257309943,0.5467836257309943,0.7325116949934367,0.029970760233918203
80,774590033,0.48888888888888893,0.48888888888888893,0.5023422612434606,-0.12
81,572274038,0.5160714285714285,0.5160714285714285,0.6146128051344314,0.008035714285714257
82,574186282,0.5,0.5,0.6329558776895731,-0.008744038155802825
83,572659799,0.5488614800759013,0.5488614800759013,0.6561868109403732,0.0436432637571158
84,573777039,0.5357142857142857,0.5357142857142857,0.5820317511479509,-0.01904761904761909
85,572228782,0.5205357142857142,0.5205357142857142,0.6178610295283842,0.015178571428571375
86,572713811,0.5142857142857142,0.5142857142857142,0.66690674348387,0.011607142857142816
87,620535556,0.5370370370370371,0.5370370370370371,0.6430856272126391,0.012771392081736943
88,573676948,0.5339285714285713,0.5339285714285713,0.6575760786139152,0.02857142857142847
89,571829234,0.5388257575757576,0.5388257575757576,0.6364751777550707,0.021780303030302983
90,774251100,0.5622222222222222,0.5622222222222222,0.5850692025531157,-0.06000000000000005
91,572132189,0.5533154121863799,0.5533154121863799,0.6023034574819237,0.0788530465949821
92,774602173,0.5888888888888889,0.5888888888888889,0.5849823880503497,-0.020000000000000018
93,573732851,0.5544642857142856,0.5544642857142856,0.49971910015627996,0.05624999999999997
94,568334975,0.5909090909090909,0.5909090909090909,0.6752271608574744,-0.013986013986013957
95,574118187,0.5127186009538951,0.5127186009538951,0.6147859536449133,-0.0007949125596183881
96,617696903,0.5509259259259258,0.5509259259259258,0.6800114775385454,0.045454545454545414
97,572723377,0.5473214285714285,0.5473214285714285,0.6609245985624442,0.045535714285714235
98,617696903,0.5408249158249158,0.5408249158249158,0.6385796235534348,0.03535353535353536
99,572659799,0.5564516129032258,0.5564516129032258,0.6628834064537886,0.05123339658444026
100,774258626,0.5688888888888889,0.5688888888888889,0.6099001557320144,-0.040000000000000036
101,774621409,0.5866666666666667,0.5866666666666667,0.6039631331809757,-0.020000000000000018
102,572158302,0.5470430107526881,0.5470430107526881,0.5749425192215657,0.06451612903225806
103,707534724,0.5714285714285715,0.5714285714285715,0.7031134643443441,0.0
104,683722377,0.5877192982456141,0.5877192982456141,0.6646868505807491,0.005012531328320802
105,573612979,0.5241071428571429,0.5241071428571429,0.5005344314658028,0.016071428571428625
106,774266440,0.5266666666666666,0.5266666666666666,0.6156048365501192,-0.07777777777777783
107,570814567,0.5638888888888889,0.5638888888888889,0.6867671419009153,0.07037037037037036
108,572117344,0.5666666666666668,0.5666666666666668,0.6188506294840582,-0.004761904761904745
109,570755878,0.6089743589743589,0.6089743589743589,0.648446129623928,0.019230769230769162
110,620535556,0.5319284802043424,0.5319284802043424,0.5234967412183519,0.00766283524904221
111,572139050,0.5694444444444444,0.5694444444444444,0.5387797025208197,0.08333333333333331
112,707534724,0.5714285714285715,0.5714285714285715,0.6896544216765156,0.0
113,572569256,0.5428571428571428,0.5428571428571428,0.5888000302807497,-0.011904761904761973
114,587270777,0.5345238095238095,0.5345238095238095,0.598890862364009,0.017857142857142794
115,774620167,0.5266666666666666,0.5266666666666666,0.5111868297684902,-0.05555555555555558
116,620591648,0.5211988304093568,0.5211988304093568,0.5647640304601133,0.0029239766081872176
117,683365076,0.5595238095238095,0.5595238095238095,0.6737485366998506,0.01904761904761909
118,573677038,0.5187499999999999,0.5187499999999999,0.6388537140672311,0.014285714285714235
119,572270296,0.5303571428571427,0.5303571428571427,0.5633759155122159,0.02946428571428561
120,574121126,0.5135135135135135,0.5135135135135135,0.5164568668087478,0.009538950715421324
121,572663312,0.5393738140417457,0.5393738140417457,0.6227474015243891,0.02561669829222013
122,608615216,0.52007722007722,0.52007722007722,0.5834154227229077,0.003088803088802994
123,774605807,0.48444444444444446,0.48444444444444446,0.50475361868447,-0.12444444444444447
124,571734323,0.5793010752688171,0.5793010752688171,0.6944060193906674,0.10394265232974903
125,774616816,0.5355555555555556,0.5355555555555556,0.5815117464255627,-0.09111111111111114
126,617010721,0.5417293233082707,0.5417293233082707,0.6433449184546342,0.03834586466165413
127,574186282,0.5381558028616852,0.5381558028616852,0.6274519457114954,0.02941176470588236
128,572274981,0.5089285714285714,0.5089285714285714,0.5771357734472773,0.004464285714285698
129,688072357,0.5547619047619048,0.5547619047619048,0.619101332033671,0.0
130,774266796,0.5066666666666667,0.5066666666666667,0.5656255082849684,-0.10222222222222221
131,573024295,0.5642857142857144,0.5642857142857144,0.6825112934626602,0.0
132,572642875,0.5035714285714286,0.5035714285714286,0.6343267684684231,0.0
133,572732843,0.55,0.55,0.6530778924487376,-0.004761904761904745
134,680844288,0.530952380952381,0.530952380952381,0.6847373506781413,-0.01666666666666672
135,683358906,0.5714285714285715,0.5714285714285715,0.687335146013867,0.011904761904761973
136,572710446,0.54375,0.54375,0.6384214689030973,0.03839285714285712
137,572723377,0.5491071428571428,0.5491071428571428,0.6466249779855742,0.047321428571428514
138,572735102,0.5044642857142857,0.5044642857142857,0.5391684873647896,-0.017857142857142905
139,572180043,0.5318100358422939,0.5318100358422939,0.6345285483069483,0.04569892473118281
140,574118050,0.5373608903020667,0.5373608903020667,0.5930072753639466,0.031001589825119136
141,774251100,0.5888888888888889,0.5888888888888889,0.6626636054216515,-0.033333333333333326
142,568334975,0.5979020979020978,0.5979020979020978,0.6742477462037039,-0.006993006993007089
143,572164834,0.5255376344086021,0.5255376344086021,0.5203467355878693,0.04569892473118281
144,572219491,0.5151785714285714,0.5151785714285714,0.5357385425574803,0.008035714285714257
145,574118187,0.5135135135135135,0.5135135135135135,0.5978374586372209,0.0
146,572569256,0.5404761904761904,0.5404761904761904,0.6611459976541613,-0.014285714285714346
147,774601140,0.49111111111111116,0.49111111111111116,0.5286506491676789,-0.1266666666666666
148,707534724,0.5714285714285715,0.5714285714285715,0.6875358059222548,0.0
149,574118362,0.5461049284578696,0.5461049284578696,0.5800133551890907,0.03338632750397452
150,774266440,0.548888888888889,0.548888888888889,0.5934581476398245,-0.05555555555555547
151,774620167,0.5044444444444445,0.5044444444444445,0.5241831817532046,-0.07777777777777772
152,572266708,0.5330357142857143,0.5330357142857143,0.5951132114468614,0.03750000000000003
153,572270296,0.5339285714285713,0.5339285714285713,0.6114258737565282,0.03303571428571417
154,572641150,0.5178571428571428,0.5178571428571428,0.6211666144197662,0.016071428571428514
155,572274981,0.5160714285714285,0.5160714285714285,0.5962242795607583,0.011607142857142816
156,573677038,0.49107142857142855,0.49107142857142855,0.5766107316839575,-0.01339285714285715
157,683358906,0.5285714285714286,0.5285714285714286,0.4600547856305278,-0.030952380952380953
158,683739035,0.5595238095238095,0.5595238095238095,0.5272562124916864,0.0023809523809523725
159,572659799,0.5517077798861479,0.5517077798861479,0.6596377488332497,0.046489563567362446
160,574118050,0.5286168521462639,0.5286168521462639,0.6414817777393328,0.02225755166931631
161,572180043,0.4798387096774193,0.4798387096774193,0.5774836769113854,-0.006272401433691788
162,572641150,0.5455357142857142,0.5455357142857142,0.6363371060615228,0.043749999999999956
163,572158302,0.5416666666666666,0.5416666666666666,0.6104033654716767,0.05913978494623656
164,617692529,0.5600667408231368,0.5600667408231368,0.7000188673657098,0.03893214682981094
165,620533797,0.5497076023391813,0.5497076023391813,0.6913532386122411,0.03801169590643272
166,571829234,0.5416666666666666,0.5416666666666666,0.48265209428669703,0.024621212121212044
167,774584481,0.5066666666666667,0.5066666666666667,0.5457390187641684,-0.11111111111111105
168,774589874,0.6222222222222222,0.6222222222222222,0.5949358950477034,0.040000000000000036
169,774590033,0.5155555555555555,0.5155555555555555,0.5780769065002378,-0.09333333333333338
170,573777420,0.5379699248120301,0.5379699248120301,0.5413436269056329,0.03082706766917287
171,774601140,0.49777777777777776,0.49777777777777776,0.5028034833546657,-0.12
172,571734935,0.5667562724014337,0.5667562724014337,0.6904450269216192,0.09139784946236557
173,773587767,0.5266666666666666,0.5266666666666666,0.6182584815663787,-0.06666666666666665
174,620480535,0.5467836257309943,0.5467836257309943,0.698819469491043,0.029970760233918203
175,574118362,0.5302066772655007,0.5302066772655007,0.6001205618386962,0.01748807631160565
176,572274981,0.5223214285714286,0.5223214285714286,0.6214147839407134,0.017857142857142905
177,774258626,0.4822222222222222,0.4822222222222222,0.5586835012175895,-0.1266666666666667
178,620480535,0.5482456140350878,0.5482456140350878,0.7168833162792563,0.0314327485380117
179,572228782,0.4919642857142857,0.4919642857142857,0.5979714832573677,-0.01339285714285715
180,573430804,0.542572463768116,0.542572463768116,0.6497163387045065,0.007246376811594124
181,706168614,0.5428571428571428,0.5428571428571428,0.6369553611677646,-0.014285714285714346
182,573024295,0.5523809523809524,0.5523809523809524,0.6314534737759561,-0.011904761904761973
183,774616816,0.5777777777777777,0.5777777777777777,0.6121683664910165,-0.04888888888888898
184,617696903,0.5559764309764309,0.5559764309764309,0.6670728807231884,0.0505050505050505
185,774446822,0.5177777777777778,0.5177777777777778,0.4786392101353333,-0.09111111111111114
186,774620167,0.5244444444444445,0.5244444444444445,0.5323491540034796,-0.057777777777777706
187,572117344,0.5666666666666668,0.5666666666666668,0.69158716133379,-0.004761904761904745
188,710784968,0.5714285714285715,0.5714285714285715,0.6898216814868119,0.004761904761904745
189,572580658,0.5583491461100569,0.5583491461100569,0.6445262007411705,0.054079696394686905
190,703066934,0.5714285714285715,0.5714285714285715,0.683454557524272,0.011904761904761973
191,620535556,0.553639846743295,0.553639846743295,0.6879891410736291,0.02937420178799488
192,572219491,0.532142857142857,0.532142857142857,0.5665421259943901,0.02499999999999991
193,572735102,0.5142857142857142,0.5142857142857142,0.5408139485853591,-0.008035714285714368
194,573677038,0.5339285714285713,0.5339285714285713,0.603848416766699,0.02946428571428561
195,774241138,0.5266666666666666,0.5266666666666666,0.6369030614250676,-0.068888888888889
196,620590707,0.5482456140350878,0.5482456140350878,0.6844170958342957,0.029970760233918203
197,618058102,0.5462406015037594,0.5462406015037594,0.6695212453671209,0.04210526315789476
198,572228782,0.5348214285714286,0.5348214285714286,0.5863459987566699,0.02946428571428572
199,620480535,0.5445906432748538,0.5445906432748538,0.6907585344876398,0.02777777777777779
200,706168614,0.5523809523809524,0.5523809523809524,0.6312448000882771,-0.004761904761904745
201,773587767,0.5644444444444445,0.5644444444444445,0.7120594857447857,-0.028888888888888742
202,683739035,0.5523809523809524,0.5523809523809524,0.6508021853056382,-0.004761904761904745
203,572164834,0.5407706093189963,0.5407706093189963,0.5586199648146583,0.060931899641577025
204,572266708,0.5526785714285714,0.5526785714285714,0.5789969111222354,0.057142857142857106
205,572663090,0.5511679644048944,0.5511679644048944,0.5695217112705919,0.030033370411568505
206,572139050,0.5542114695340501,0.5542114695340501,0.5704673829263776,0.06810035842293899
207,570814567,0.5314814814814814,0.5314814814814814,0.6649185465199429,0.03796296296296292
208,570755878,0.6025641025641025,0.6025641025641025,0.6350651738382452,0.012820512820512775
209,572266708,0.5249999999999999,0.5249999999999999,0.54611864684779,0.029464285714285665
210,572164834,0.5416666666666666,0.5416666666666666,0.5245456873828106,0.06182795698924731
211,774602173,0.5666666666666667,0.5666666666666667,0.5918806431173051,-0.04222222222222227
212,608615216,0.5177606177606177,0.5177606177606177,0.5860034598083507,0.0007722007722006374
213,746705132,0.5347490347490348,0.5347490347490348,0.6215123744952897,0.009266409266409315
214,774266440,0.6022222222222222,0.6022222222222222,0.5893733161780501,-0.0022222222222222365
215,565766526,0.5156402737047898,0.5156402737047898,0.5918220247859816,0.0
216,774621349,0.5911111111111111,0.5911111111111111,0.6488460358814596,-0.03111111111111109
217,570814567,0.5638888888888889,0.5638888888888889,0.741450473363352,0.07037037037037036
218,617681746,0.5433815350389322,0.5433815350389322,0.6606512661121309,0.022246941045606317
219,707534724,0.530952380952381,0.530952380952381,0.5320254819270871,-0.040476190476190554
220,573777039,0.5428571428571428,0.5428571428571428,0.6267247182705833,-0.011904761904761973
221,572664370,0.5547619047619048,0.5547619047619048,0.6681767038587232,0.0
222,683711413,0.5714285714285715,0.5714285714285715,0.6413169155380702,0.011904761904761973
223,774602173,0.54,0.54,0.5755258232235074,-0.06888888888888889
224,774258626,0.528888888888889,0.528888888888889,0.6177800049495992,-0.07999999999999996
225,774266796,0.6066666666666667,0.6066666666666667,0.5582502238441012,-0.0022222222222222365
226,570817138,0.536111111111111,0.536111111111111,0.6734082609178177,0.05185185185185176
227,572713811,0.5160714285714285,0.5160714285714285,0.5175624119256816,0.013392857142857095
228,571173535,0.549074074074074,0.549074074074074,0.7272322354669227,0.05648148148148141
229,617681746,0.5300333704115684,0.5300333704115684,0.6054122271978579,0.008898776418242549
230,572659799,0.5564516129032258,0.5564516129032258,0.5643145359597167,0.05123339658444026
231,573430804,0.5353260869565218,0.5353260869565218,0.5558104841598854,0.0
232,572177292,0.5479390681003584,0.5479390681003584,0.5930775715113132,0.06989247311827956
233,617692529,0.5522803114571746,0.5522803114571746,0.7192111561205293,0.031145717463848754
234,608615216,0.5478764478764478,0.5478764478764478,0.626760878540511,0.030888030888030826
235,680844288,0.5642857142857144,0.5642857142857144,0.5173116037389545,0.01666666666666672
236,572669556,0.5196428571428571,0.5196428571428571,0.6498722623893118,0.010714285714285676
237,774266440,0.5,0.5,0.5418396095121055,-0.10444444444444445
238,568334975,0.5909090909090909,0.5909090909090909,0.6777571995274968,-0.013986013986013957
239,572117344,0.5690476190476191,0.5690476190476191,0.6754318344265218,-0.0023809523809523725
240,774241138,0.5555555555555556,0.5555555555555556,0.6242678495506419,-0.040000000000000036
241,574118050,0.5246422893481717,0.5246422893481717,0.5764867461920526,0.01828298887122415
242,574118050,0.5317965023847376,0.5317965023847376,0.5642593083454537,0.025437201907790086
243,710784968,0.5714285714285715,0.5714285714285715,0.666477743718708,0.004761904761904745
244,608615216,0.527027027027027,0.527027027027027,0.5769373049528801,0.010038610038609952
245,617639585,0.5642857142857144,0.5642857142857144,0.6703892402900242,0.0071428571428572285
246,572117344,0.5714285714285715,0.5714285714285715,0.5232780348799964,0.0
247,774258626,0.5933333333333333,0.5933333333333333,0.62072473375946,-0.015555555555555656
248,608615216,0.5424710424710425,0.5424710424710425,0.5831759033153622,0.025482625482625476
249,703066934,0.5690476190476191,0.5690476190476191,0.6471613954537543,0.009523809523809601
250,572117344,0.5666666666666668,0.5666666666666668,0.6952017993824289,-0.004761904761904745
